ref_code,piece_type,piece_name,piece_brand,vehicle_make,vehicle_model,detail_ht
6R941015C,Verre,VERRE DE PHARE POLO 10 G,,Volkswagen,Polo,6500.0
POLO1234,Verre,VERRE DE PHARE POLO CADY D,,Volkswagen,Polo,1500.0
POLO1235,Verre,VERRE DE PHARE POLO CADY G,,Volkswagen,Polo,1500.0
22,Verre,VERRE DE PHARE POLO CLASSIQUE G/D,,Volkswagen,Polo,1500.0
18,Verre,VERRE DE PHARE POLO COUPE 1995-1999 G/D,,Volkswagen,Polo,1500.0
VPPNMDH,Verre,VERRE DE PHARE POLO NM D,,Volkswagen,Polo,1400.0
VPPNMGH,Verre,VERRE DE PHARE POLO NM G,,Volkswagen,Polo,1400.0
VPR18D,Verre,VERRE DE PHARE R18 D,,,nan,1150.0
VPR18G,Verre,VERRE DE PHARE R18 G,,,nan,1150.0
R19G,Verre,VERRE DE PHARE R19 D,,Renault,R19,1800.0
R19,Verre,VERRE DE PHARE R19 G,,Renault,R19,1800.0
VER09,Verre,VERRE DE PHARE R21 AM G,,Renault,R21,1500.0
VERR21,Verre,VERRE DE PHARE R21 NM G,,Renault,R21,1500.0
VPR25AND,Verre,VERRE DE PHARE R25 A/M D,,Renault,R25,1350.0
VPR25ANG,Verre,VERRE DE PHARE R25 A/M G,,Renault,R25,1350.0
VPR25NMD,Verre,VERRE DE PHARE R25 D,,Renault,R25,1950.0
VPR25NMG,Verre,VERRE DE PHARE R25 G,,Renault,R25,1950.0
VPR25NMHD,Verre,VERRE DE PHARE R25 NM D,,Renault,R25,1950.0
VPR25NMGH,Verre,VERRE DE PHARE R25 NM G,,Renault,R25,1950.0
VPR4,Verre,VERRE DE PHARE R4 G+D,,,nan,1100.0
VPR5G,Verre,VERRE DE PHARE R5 G,,Renault,R5,1000.0
VPR9,Verre,VERRE DE PHARE R9 AM G,,Renault,R9,1150.0
VER04,Verre,VERRE DE PHARE R9 AM G+D,,Renault,R9,1500.0
VER05,Verre,VERRE DE PHARE R9 NM,,Renault,R9,1600.0
6,Verre,VERRE DE PHARE SPRINTER -G,,,nan,1700.0
5N1941006B,Verre,VERRE DE PHARE TIGUANE 11-15 D,,,nan,7500.0
5N1941005B,Verre,VERRE DE PHARE TIGUANE 11-15 G,,,nan,7500.0
VPTD,Verre,VERRE DE PHARE TRAFIC D,,Renault,Trafic,1350.0
VPTG,Verre,VERRE DE PHARE TRAFIC G,,Renault,Trafic,1350.0
